item_id	effect_key	eid	Var1	Var2	Var3	conf1	conf2	conf3
6668	Long Tractor Beam (Equip)	77	40	0	0	confirmed	zero	zero
6669	Fast Tractor Beam (Equip)	52	76	0	0	confirmed	zero	zero
6669	Long Tractor Beam (Equip)	77	46	0	0	confirmed	zero	zero
6670	Fast Tractor Beam (Equip)	52	92	0	0	confirmed	zero	zero
6670	Long Tractor Beam (Equip)	77	52	0	0	confirmed	zero	zero
6673	Fast Tractor Beam (Equip)	52	140	0	0	confirmed	zero	zero
6673	Long Tractor Beam (Equip)	77	70	0	0	confirmed	zero	zero
6673	Scan Boost (Equip)	41	2550	0	0	confirmed	zero	zero
6674	Fast Tractor Beam (Equip)	52	156	0	0	confirmed	zero	zero
6674	Long Tractor Beam (Equip)	77	82	0	0	confirmed	zero	zero
6674	Scan Boost (Equip)	41	2850	0	0	confirmed	zero	zero
6671	Fast Tractor Beam (Equip)	52	108	0	0	confirmed	zero	zero
6671	Long Tractor Beam (Equip)	77	58	0	0	confirmed	zero	zero
6671	Scan Boost (Equip)	41	1950	0	0	confirmed	zero	zero
6671	Weaken EMP (Equip)	87	10	0	0	confirmed	zero	zero
6672	Fast Tractor Beam (Equip)	52	124	0	0	confirmed	zero	zero
6672	Long Tractor Beam (Equip)	77	64	0	0	confirmed	zero	zero
6672	Scan Boost (Equip)	41	2250	0	0	confirmed	zero	zero
6672	Weaken EMP (Equip)	87	10	0	0	confirmed	zero	zero
6675	Fast Tractor Beam (Equip)	52	172	0	0	confirmed	zero	zero
6675	Long Tractor Beam (Equip)	77	82	0	0	confirmed	zero	zero
6675	Scan Boost (Equip)	41	3150	0	0	confirmed	zero	zero
6675	Equipment Engineering (Equip)	79	65	0	0	confirmed	zero	zero
6675	Weaken EMP (Equip)	87	10	0	0	confirmed	zero	zero
6457	Improved Shield Inversion (Equip)	89	4.4	0	0	confirmed	zero	zero
6457	Recharge Shields Skill (Equip)	25	2.2	0	0	confirmed	zero	zero
6457	Increase Speed (Equip)	51	168	0	0	confirmed	zero	zero
2471	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
2379	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
2096	Projectile Energy Conservation (Equip)	259	30	0	0	confirmed	zero	zero
2186	Projectile Energy Conservation (Equip)	259	35	0	0	confirmed	zero	zero
2277	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
2178	Counter-Strike (Equip)	241	8.4	0	0	confirmed	zero	zero
3107	Projectile Energy Conservation (Equip)	259	30	0	0	confirmed	zero	zero
3737	Counter-Strike (Equip)	241	10.8	0	0	confirmed	zero	zero
3695	Counter-Strike (Equip)	241	7.7	0	0	confirmed	zero	zero
3765	Counter-Strike (Equip)	241	12.3	0	0	confirmed	zero	zero
3716	Counter-Strike (Equip)	241	9.2	0	0	confirmed	zero	zero
7125	Turbo Missile (Equip)	66	40	0	0	confirmed	zero	zero
7125	Missile Precision (Equip)	129	4	0	0	confirmed	zero	zero
6257	Creates Fireworks (Activated)	244	180	0	0	generated:180	zero	zero
6344	Reactor Renewal (Equip)	122	5	0	0	confirmed	zero	zero
6344	Reduce Ship Signature (Equip)	26	10	0	0	confirmed	zero	zero
6344	Projectile Energy Conservation (Equip)	259	20	0	0	confirmed	zero	zero
6346	Projectile Energy Conservation (Equip)	259	30	0	0	confirmed	zero	zero
6346	Reactor Renewal (Equip)	122	10	0	0	confirmed	zero	zero
6346	Reduce Ship Signature (Equip)	26	25	0	0	confirmed	zero	zero
6347	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
6347	Reactor Renewal (Equip)	122	15	0	0	confirmed	zero	zero
6347	Turbo Projectile (Equip)	78	30	0	0	confirmed	zero	zero
6347	Reduce Ship Signature (Equip)	26	50	0	0	confirmed	zero	zero
6412	Scan Blind (Equip)	63	80	0	0	confirmed	zero	zero
6412	Reduce Ship Signature (Equip)	26	20	0	0	confirmed	zero	zero
6332	Projectile Energy Conservation (Equip)	259	25	0	0	confirmed	zero	zero
7129	Turbo Projectile (Equip)	78	40	0	0	confirmed	zero	zero
7129	Projectile Force (Equip)	145	4	0	0	confirmed	zero	zero
7117	Turbo Beam (Equip)	143	40	0	0	confirmed	zero	zero
7117	Beam Focus (Equip)	128	4	7	0	confirmed	generated	zero
7133	Beam Focus (Equip)	128	3	174	0	confirmed	generated	zero
7133	Turbo Beam (Equip)	143	40	4.35	0	confirmed	generated	zero
6435	Slow Beams (Equip)	93	35	0	0	confirmed	zero	zero
6435	Enhance Weapon - BOOST! (Activated)	193	35	10	0	confirmed	confirmed	zero
6439	Increase Speed (Equip)	51	120	0	0	confirmed	zero	zero
6439	Boost Missile Range (Equip)	24	20	0	0	confirmed	zero	zero
6993	Equipment Engineering (Equip)	79	62	0	0	confirmed	zero	zero
6993	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
3172	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
6405	Reactor Renewal (Equip)	122	2.2	0	0	confirmed	zero	zero
6405	Recharge Shields (Equip)	61	10	0	0	confirmed	zero	zero
6406	Reactor Renewal (Equip)	122	2.8	0	0	confirmed	zero	zero
6406	Recharge Shields (Equip)	61	14	0	0	confirmed	zero	zero
6407	Reactor Renewal (Equip)	122	3.4	0	0	confirmed	zero	zero
6407	Recharge Shields (Equip)	61	18	0	0	confirmed	zero	zero
6174	Hull Patch Skill (Equip)	111	2.5	0	0	confirmed	zero	zero
6932	Long Tractor Beam (Equip)	77	68	0	0	confirmed	zero	zero
6932	Fast Tractor Beam (Equip)	52	140	0	0	confirmed	zero	zero
5336	Energy Feedback (Equip)	206	6	0	0	confirmed	zero	zero
5337	Energy Feedback (Equip)	206	3	0	0	confirmed	zero	zero
3318	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
7093	Hull Damage Control (Equip)	28	22	0	0	confirmed	zero	zero
7093	Improved Projectile Handling (Equip)	92	1.3	6.9	0	confirmed	generated	zero
7093	Improved Beam Handling (Equip)	178	1.3	7	0	confirmed	generated	zero
7095	Improved Beam Handling (Equip)	178	2.7	8.6	0	confirmed	generated	zero
7095	Improved Projectile Handling (Equip)	92	2.7	8.6	0	confirmed	generated	zero
7095	Improved Missile Handling (Equip)	136	2.7	8.6	0	confirmed	generated	zero
7095	Device Energy Conservation (Equip)	132	20	0	0	confirmed	zero	zero
7097	Improved Beam Handling (Equip)	178	1.9	8.2	0	confirmed	generated	zero
7097	Improved Projectile Handling (Equip)	92	1.9	8.2	0	confirmed	generated	zero
7097	Improved Missile Handling (Equip)	136	1.9	8.2	0	confirmed	generated	zero
7097	Device Energy Conservation (Equip)	132	10	0	0	confirmed	zero	zero
6436	Improved Build Reactors (Equip)	144	0.35	0	0	confirmed	zero	zero
2473	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
6316	Improved Critical Targeting (Equip)	36	23	0	0	confirmed	zero	zero
6316	Hull Damage Control (Equip)	28	100	0	0	confirmed	zero	zero
6316	Enhance Beam (Equip)	99	30	0	0	confirmed	zero	zero
6316	Shield Renewal (Equip)	84	20	0	0	confirmed	zero	zero
6316	Beam Energy Conservation (Equip)	90	40	0	0	confirmed	zero	zero
6316	Increase Shield Capacity (Equip)	109	6000	0	0	confirmed	zero	zero
6479	Additive Turbo Warp (Equip)	139	150	0	0	confirmed	zero	zero
6479	Counter-Strike (Equip)	241	12.5	0	0	confirmed	zero	zero
6479	Fast Tractor Beam (Equip)	52	115	0	0	confirmed	zero	zero
6479	Scan Boost (Equip)	41	3150	0	0	confirmed	zero	zero
6479	Maximize Shields (Activated)	126	10	2100	0	confirmed	confirmed	zero
7135	Turbo Weapons (Activated)	5	5	1780	0	confirmed	confirmed	zero
1778	Access Key (Activated)	240	180	0	0	generated:180	zero	zero
3030	Projectile Energy Conservation (Equip)	259	9	0	0	confirmed	zero	zero
1779	Access Key (Activated)	240	180	0	0	generated:180	zero	zero
6416	Decrease Speed (Activated)	177	20	100	1080	confirmed	confirmed	generated
6416	Decrease Maneuverability (Activated)	102	10	100	0	confirmed	confirmed	zero
1142	Improved Repair Equipment (Equip)	75	15	0	0	confirmed	zero	zero
2827	Cripple Reactor (Equip)	59	10	0	0	confirmed	zero	zero
6294	Projectile Force (Equip)	145	5	0	0	confirmed	zero	zero
6294	Increase Ship Signature (Equip)	44	1000	0	0	confirmed	zero	zero
6356	Improved Navigation (Equip)	250	3.05	0	0	confirmed	zero	zero
6356	Improved Wormhole (Equip)	167	1	4.3	0	confirmed	generated	zero
6356	Additive Turbo Warp (Equip)	139	100	0	0	confirmed	zero	zero
6355	Improved Navigation (Equip)	250	1.93	0	0	confirmed	zero	zero
1131	Warp Charge (Equip)	53	58	0	0	confirmed	zero	zero
6488	Recharge Shields Skill (Equip)	25	3.93	0	0	confirmed	zero	zero
6488	Equipment Engineering (Equip)	79	70	0	0	confirmed	zero	zero
6488	Beam Friction (Equip)	170	10	0	0	confirmed	zero	zero
6489	Improved Shield Inversion (Equip)	89	8.2	0	0	confirmed	zero	zero
6489	Warp Charge (Equip)	53	45	0	0	confirmed	zero	zero
6489	Projectile Friction (Equip)	171	10	0	0	confirmed	zero	zero
6487	Prospect Skill (Equip)	49	3.67	0	0	confirmed	zero	zero
6487	Hull Patch Skill (Equip)	111	2.3	0	0	confirmed	zero	zero
6487	Missle Friction (Equip)	169	10	0	0	confirmed	zero	zero
7121	Create Ossified Ten-Gu Fangs (Activated)	243	180	0	0	generated:180	zero	zero
6203	Scan Boost (Equip)	41	2580	0	0	confirmed	zero	zero
6203	Reduce Ship Signature (Equip)	26	48	0	0	confirmed	zero	zero
6527	Weaken Energy (Activated)	19	30	60	0	confirmed	confirmed	zero
6527	Deflect Energy (Equip)	43	30	0	0	confirmed	zero	zero
3338	Device Energy Conservation (Equip)	132	35	0	0	confirmed	zero	zero
3359	Device Energy Conservation (Equip)	132	35	0	0	confirmed	zero	zero
6333	Deflect Impact (Equip)	30	60	0	0	confirmed	zero	zero
6333	Weaken Plasma (Equip)	103	20	0	0	confirmed	zero	zero
6333	Weaken Explosive (Equip)	46	20	0	0	confirmed	zero	zero
6333	Weaken Chemical (Equip)	47	20	0	0	confirmed	zero	zero
5373	Energy Feedback (Equip)	206	6	0	0	confirmed	zero	zero
5374	Energy Feedback (Equip)	206	3	0	0	confirmed	zero	zero
2580	Projectile Energy Conservation (Equip)	259	31.8	0	0	confirmed	zero	zero
6408	Hull Damage Control (Equip)	28	25	0	0	confirmed	zero	zero
6409	Hull Damage Control (Equip)	28	38	0	0	confirmed	zero	zero
6409	Scan Blind (Equip)	63	30	0	0	confirmed	zero	zero
6409	Recharge Reactor - BOOST! (Activated)	189	15	8	0	confirmed	confirmed	zero
6410	Hull Damage Control (Equip)	28	40	0	0	confirmed	zero	zero
6410	Recharge Reactor - BOOST! (Activated)	189	20	12	0	confirmed	confirmed	zero
6410	Scan Blind (Equip)	63	30	0	0	confirmed	zero	zero
6411	Hull Damage Control (Equip)	28	45	0	0	confirmed	zero	zero
6411	Recharge Reactor - BOOST! (Activated)	189	30	16	0	confirmed	confirmed	zero
6411	Resist Psionic (Equip)	62	30	0	0	confirmed	zero	zero
3351	Recharge Shields Skill (Equip)	25	3.33	0	0	confirmed	zero	zero
3327	Recharge Shields Skill (Equip)	25	3	0	0	confirmed	zero	zero
6505	Reduce Warp Cost (Equip)	38	40	0	0	confirmed	zero	zero
6505	Warp Charge (Equip)	53	25	0	0	confirmed	zero	zero
6505	Increase Maneuverability (Equip)	34	33	0	0	confirmed	zero	zero
6331	Increase Reactor Capacity (Equip)	57	50	882.5	0	confirmed	generated	zero
6434	Increase Shield Capacity (Equip)	109	3000	5	0	confirmed	generated	zero
6434	Shunt to Shields (Equip)	183	40	5	0	confirmed	confirmed	zero
6503	Turbo Projectile (Equip)	78	10	0	0	confirmed	zero	zero
6441	Scan Boost (Equip)	41	900	0	0	confirmed	zero	zero
6449	Scan Boost (Equip)	41	7150	0	0	confirmed	zero	zero
6449	Increase Ship Signature (Equip)	44	50	0	0	confirmed	zero	zero
7143	Improved Hacking (Equip)	33	75	0	0	confirmed	zero	zero
7143	Scan Boost (Equip)	41	2200	0	0	confirmed	zero	zero
7143	Improved Missile Handling (Equip)	136	2.3	0	0	confirmed	zero	zero
6394	Deflect Energy (Equip)	43	30	0	0	confirmed	zero	zero
6394	Reduce Ship Signature (Equip)	26	45	0	0	confirmed	zero	zero
6394	Hull Patch Skill (Equip)	111	3.5	0	0	confirmed	zero	zero
6480	Equipment Damage Control - Weapons (Equip)	32	60	0	0	confirmed	zero	zero
6480	Shield Renewal (Equip)	84	15.5	0	0	confirmed	zero	zero
6480	Increase Shield Capacity (Equip)	109	9020	0	0	confirmed	zero	zero
6480	Hull Damage Control (Equip)	28	70	0	0	confirmed	zero	zero
6480	Enhance Weapons (Activated)	192	10	2100	0	confirmed	confirmed	zero
6293	Improved Shield Inversion (Equip)	89	2	0	0	confirmed	zero	zero
6293	Weaken Explosive (Activated)	15	25	120	0	confirmed	confirmed	zero
6293	Lower Shield Capacity Self (Activated)	257	33	0	0	confirmed	zero	zero
6252	Shunt to Shield (Activated)	188	25	25	25	confirmed	confirmed	confirmed
6252	Recharge Reactor (Activated)	16	3.2	880	0	confirmed	generated	zero
7170	Turbo Weapons (Equip)	232	40	870	0	confirmed	generated	zero
7170	Decrease Speed (Activated)	177	35	60	0	confirmed	confirmed	zero
6202	Increase Shield Capacity (Equip)	109	2250	5	0	confirmed	generated	zero
7083	Improved Fold Space (Equip)	124	450	0	0	confirmed	zero	zero
7083	Improve Summon (Equip)	234	1.33	0	0	confirmed	zero	zero
6507	Equipment Damage Control - Reactor (Equip)	91	80	0	0	confirmed	zero	zero
6507	Enhance Beam (Equip)	99	20	0	0	confirmed	zero	zero
6507	Enhance Missiles (Equip)	42	20	0	0	confirmed	zero	zero
6507	Enhance Projectiles (Equip)	68	20	15	0	confirmed	generated	zero
6507	Recharge Reactor - BOOST! (Activated)	189	48	20	0	confirmed	confirmed	zero
6508	Equipment Damage Control - Reactor (Equip)	91	70	960	0	confirmed	generated	zero
6508	Enhance Beam (Equip)	99	20	140	0	confirmed	generated	zero
6508	Enhance Missiles (Equip)	42	20	0	0	confirmed	zero	zero
6508	Enhance Projectiles (Equip)	68	20	1050	0	confirmed	generated	zero
6508	Recharge Reactor - BOOST! (Activated)	189	38	20	0	confirmed	confirmed	zero
6506	Equipment Damage Control - Reactor (Equip)	91	75	0	0	confirmed	zero	zero
6506	Enhance Beam (Equip)	99	20	0	0	confirmed	zero	zero
6506	Enhance Missiles (Equip)	42	20	0	0	confirmed	zero	zero
6506	Enhance Projectiles (Equip)	68	20	0	0	confirmed	zero	zero
6506	Recharge Reactor - BOOST! (Activated)	189	42.7	20	0	confirmed	confirmed	zero
3673	Projectile Energy Conservation (Equip)	259	27	0	0	confirmed	zero	zero
6341	See Cloaked (Activated)	262	0	15	0	zero	confirmed	zero
6341	Scan Blind (Activated)	113	30	15	0	confirmed	confirmed	zero
6342	See Cloaked (Activated)	262	0	30	0	zero	confirmed	zero
6342	Weaken Impact (Activated)	96	25	192	0	confirmed	confirmed	zero
6343	See Cloaked (Activated)	262	0	60	0	zero	confirmed	zero
6343	Projectile Force (Activated)	260	3	0	0	confirmed	zero	zero
6343	Weaken Impact (Activated)	96	30	216	0	confirmed	confirmed	zero
6212	Worsen Scan Range Increase Ship Signature (Activated)	266	20	0	0	confirmed	zero	zero
6212	Improved Critical Targeting (Equip)	36	5.99	0	0	confirmed	zero	zero
6212	Recharge Shields - BOOST (Activated)	116	20	30	0	confirmed	confirmed	zero
6212	See Cloaked (Activated)	262	0	30	0	zero	confirmed	zero
6206	Group Hug (Activated)	221	6	1440	0	confirmed	confirmed	zero
6205	Group Hug (Activated)	221	3	720	0	confirmed	confirmed	zero
6204	Group Hug (Activated)	221	1	240	0	confirmed	confirmed	zero
7043	Warp Charge (Equip)	53	50	0	0	confirmed	zero	zero
7043	Enhance Projectiles (Equip)	68	10	0	0	confirmed	zero	zero
7134	Recharge Reactor (Activated)	16	30	2160	0	confirmed	generated	zero
7134	Missile Energy Conservation (Equip)	37	30	0	0	confirmed	zero	zero
7134	Improved Hacking (Equip)	33	90	0	0	confirmed	zero	zero
3719	Weaken Psionic (Equip)	56	20	0	0	confirmed	zero	zero
3742	Weaken Psionic (Equip)	56	20	0	0	confirmed	zero	zero
2366	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
6930	Long Tractor Beam (Equip)	77	58	0	0	confirmed	zero	zero
6930	Fast Tractor Beam (Equip)	52	125	0	0	confirmed	zero	zero
6335	Improved Shield Inversion (Equip)	89	2.5	0	0	confirmed	zero	zero
6335	Reduce Experience Debt (Equip)	203	10	0	0	confirmed	zero	zero
6335	Increase Scan Range (Activated)	253	10	165	0	confirmed	confirmed	zero
6335	Increase Shield Capacity (Equip)	109	5	0	0	confirmed	zero	zero
6336	Increase Shield Capacity (Equip)	109	10	0	0	confirmed	zero	zero
6336	Improved Shield Inversion (Equip)	89	3	0	0	confirmed	zero	zero
6336	Reduce Experience Debt (Equip)	203	20	0	0	confirmed	zero	zero
6336	Increase Scan Range (Activated)	253	20	180	0	confirmed	confirmed	zero
6337	Increase Shield Capacity (Equip)	109	15	0	0	confirmed	zero	zero
6337	Reduce Experience Debt (Equip)	203	30	0	0	confirmed	zero	zero
6337	Increase Scan Range (Activated)	253	30	195	0	confirmed	confirmed	zero
6337	Improved Jumpstart (Equip)	249	50	0	0	confirmed	zero	zero
6456	Increase Maneuverability (Equip)	34	72	0	0	confirmed	zero	zero
6456	Increase Speed (Equip)	51	276	0	0	confirmed	zero	zero
6456	See Cloaked (Equip)	146	40	0	0	generated	zero	zero
6456	Scan Boost (Equip)	41	3965	0	0	confirmed	zero	zero
6456	Reduce Ship Signature (Equip)	26	18	0	0	confirmed	zero	zero
